# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
enemy.txt
misc.txt
mushroom.txt
pipe.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	120	10	2

# COINS

4	205	40
4	220	40

4	190	55
4	235	55

4	235	70

4	205	85
4	220	85

4	235	100

4	190	115
4	235	115

4	205	130
4	220	130

# PIPE
21	315	10
22	125	10
22	330	10

# BRICK

#### ROOF ####

21	150	10
21	165	10
21	180	10
21	195	10
21	210	10
21	225	10
21	240	10
21	255	10
21	270	10
21	285	10
21	300	10

#### WALL 1 ####

21	-5	10
21	10	10
21	25	10
21	40	10
21	55	10
21	70	10
21	85	10
21	100	10

21	-5	25
21	10	25
21	25	25
21	40	25
21	55	25
21	70	25
21	85	25
21	100	25

21	-5	40
21	10	40
21	25	40
21	40	40
21	55	40
21	70	40
21	85	40
21	100	40

21	-5	55
21	10	55
21	25	55
21	40	55
21	55	55
21	70	55
21	85	55
21	100	55

21	-5	70
21	10	70
21	25	70
21	40	70
21	55	70
21	70	70
21	85	70
21	100	70

21	-5	85
21	10	85
21	25	85
21	40	85
21	55	85
21	70	85
21	85	85
21	100	85

21	-5	100
21	10	100
21	25	100
21	40	100
21	55	100
21	70	100
21	85	100
21	100	100

21	-5	115
21	10	115
21	25	115
21	40	115
21	55	115
21	70	115
21	85	115
21	100	115

21	-5	130
21	10	130
21	25	130
21	40	130
21	55	130
21	70	130
21	85	130
21	100	130

21	-5	145
21	10	145
21	25	145
21	40	145
21	55	145
21	70	145
21	85	145
21	100	145

#### WALL 2 ####

21	355	10
21	370	10
21	385	10
21	400	10
21	415	10
21	430	10
21	445	10
21	460	10

21	355	25
21	370	25
21	385	25
21	400	25
21	415	25
21	430	25
21	445	25
21	460	25

21	355	40
21	370	40
21	385	40
21	400	40
21	415	40
21	430	40
21	445	40
21	460	40

21	355	55
21	370	55
21	385	55
21	400	55
21	415	55
21	430	55
21	445	55
21	460	55

21	355	70
21	370	70
21	385	70
21	400	70
21	415	70
21	430	70
21	445	70
21	460	70

21	355	85
21	370	85
21	385	85
21	400	85
21	415	85
21	430	85
21	445	85
21	460	85

21	355	100
21	370	100
21	385	100
21	400	100
21	415	100
21	430	100
21	445	100
21	460	100

21	355	115
21	370	115
21	385	115
21	400	115
21	415	115
21	430	115
21	445	115
21	460	115

21	355	130
21	370	130
21	385	130
21	400	130
21	415	130
21	430	130
21	445	130
21	460	130

21	355	145
21	370	145
21	385	145
21	400	145
21	415	145
21	430	145
21	445	145
21	460	145

#### STAIR ####

21	310	70
21	325	70
21	340	70

21	295	85
21	310	85
21	325	85
21	340	85

21	280	100
21	295	100
21	310	100
21	325	100
21	340	100

21	265	115
21	280	115
21	295	115
21	310	115
21	325	115
21	340	115

21	250	130
21	265	130
21	280	130
21	295	130
21	310	130
21	325	130
21	340	130

21	235	145
21	250	145
21	265	145
21	280	145
21	295	145
21	310	145
21	325	145
21	340	145

#### GROUND ####
21	-5	160
21	10	160
21	25	160
21	40	160
21	55	160
21	70	160
21	85	160
21	100	160
21	115	160
21	130	160
21	145	160
21	160	160
21	175	160
21	190	160
21	205	160
21	220	160
21	235	160
21	250	160
21	265	160
21	280	160
21	295	160
21	310	160
21	325	160
21	340	160
21	355	160
21	370	160
21	385	160
21	400	160
21	415	160
21	430	160
21	445	160
21	460	160

21	-5	175
21	10	175
21	25	175
21	40	175
21	55	175
21	70	175
21	85	175
21	100	175
21	115	175
21	130	175
21	145	175
21	160	175
21	175	175
21	190	175
21	205	175
21	220	175
21	235	175
21	250	175
21	265	175
21	280	175
21	295	175
21	310	175
21	325	175
21	340	175
21	355	175
21	370	175
21	385	175
21	400	175
21	415	175
21	430	175
21	445	175
21	460	175
